productId,name,price,description,stockQuantity,categoryId,categoryName,storeId,imageUrls,averageRating,totalReviews
68,Hair Henna,250,Natural hair henna that adds rich color and shine while nourishing your hair from root to tip. A traditional beauty secret in a modern form.,0,13,Skin & HairCare,0,['https://shopyapi.runasp.net/images/a518e4e6-2b20-4242-9752-276169d2cbb3.jpg'],1.0,1
69,Red Lipstick,150,"A bold red lipstick that delivers intense color and a smooth, long-lasting finish. Your go-to shade for confidence and elegance.",0,13,Skin & HairCare,0,['https://shopyapi.runasp.net/images/5bb1c1bd-c01f-4ad5-9930-371a29929093.jpg'],0.0,0
70, Na3ema – Nail Serum,130,"Meet “Na3ema” – our nourishing nail serum made to strengthen, soften, and smooth your nails and cuticles. A touch of softness in every drop.

",0,13,Skin & HairCare,0,['https://shopyapi.runasp.net/images/d2e8f0d0-befc-4a6a-8744-ef16e990f2c7.jpg'],0.0,0
71,Highlighter,160,"A silky highlighter that melts into your skin for a radiant, natural-looking glow. Light-reflecting and buildable — shine your way.",0,13,Skin & HairCare,0,['https://shopyapi.runasp.net/images/e033ea9d-d164-4553-b32c-0c14146edaea.jpg'],0.0,0
72,Ḥomrah – Blush,150,"“Ḥomrah” is our signature blush that brings a natural flush to your cheeks. Lightweight, blendable, and inspired by classic beauty with a modern twist.",0,13,Skin & HairCare,0,['https://shopyapi.runasp.net/images/3235fd6c-d374-4fc2-b660-2df01c72c5b0.jpg'],0.0,0
73,Raqqraqa – Body Butter ,200,"“Raqqraqa” is a rich, whipped body butter designed to deeply hydrate and leave your skin smooth, soft, and glowing. Light to the touch, powerful in moisture.",0,13,Skin & HairCare,0,['https://shopyapi.runasp.net/images/f893cc17-c04d-4c77-85d3-72947bf5ba11.jpg'],0.0,0
77,Pink Lilies ,600,"Graceful and vibrant, pink lilies represent admiration and femininity. A lovely touch for heartfelt moments.",0,8,flower,0,['https://shopyapi.runasp.net/images/f879f42e-fddd-477d-a197-ec14b7bd27ac.jpg'],0.0,0
78,Natural Tulips,400,"Fresh and full of life, natural tulips bring a pop of color and joy to any space. A classic spring favorite.",0,8,flower,0,['https://shopyapi.runasp.net/images/eab4402d-f1d6-49db-9d22-8dc4fade5f6e.jpg'],0.0,0
79,Artificial Tulips ,300,"Lifelike and everlasting, our artificial tulips offer long-lasting beauty without maintenance. Perfect for home décor or gifts.",0,8,flower,0,['https://shopyapi.runasp.net/images/4535e6b0-1843-4e0b-ba0a-51a1786bff5d.jpg'],0.0,0
80,Red Roses,450,"Bold and passionate, red roses are the ultimate symbol of love and romance. Perfect for anniversaries or special gestures.",0,8,flower,0,['https://shopyapi.runasp.net/images/a4e89d5f-704b-4361-804e-20d3ae053566.jpg'],0.0,0
81,Mixed Roses,400,"A joyful mix of colorful roses to brighten any mood. Ideal for celebrations, birthdays, or adding a touch of fun.",0,8,flower,0,['https://shopyapi.runasp.net/images/bf34c63b-7e43-440f-9fc0-f3e4419aef7b.jpg'],0.0,0
82,Pink Roses & Lilies ,500,"A dreamy blend of pink roses and lilies, bringing together softness, grace, and natural elegance. A perfect gift for someone special.",0,8,flower,0,['https://shopyapi.runasp.net/images/36ed5d4c-3999-4933-8720-4c380dc28ef5.jpg'],0.0,0
83,White Lilies & Red Roses,500,"A stunning combination of pure white lilies and deep red roses — a beautiful contrast that speaks of love, respect, and harmony.",0,8,flower,0,['https://shopyapi.runasp.net/images/05f3b63e-a168-4535-ad2e-ad607c67aa39.jpg'],0.0,0
84,White Roses,350,"Elegant and timeless, white roses symbolize purity and peace. Perfect for weddings, sympathy, or simply expressing sincerity.",0,8,flower,0,['https://shopyapi.runasp.net/images/d8f4b0b8-0355-404b-aeb8-8861221d8b0e.jpg'],5.0,1
86,White Roses ,350,"Classic and pure, white roses symbolize peace, grace, and new beginnings.",0,8,flower,0,['https://shopyapi.runasp.net/images/e51d8376-2229-4a64-8021-aab732b5f932.jpg'],0.0,0
87,Rose Pink,400,"Soft pink roses that express sweetness, admiration, and gentle love.",0,8,flower,0,['https://shopyapi.runasp.net/images/1265be1a-b163-4ab8-bee2-77bb1502d1e3.jpg'],0.0,0
88,Tulips,450,"Simple, fresh, and full of life — tulips add charm and cheerful color to any bouquet.",0,8,flower,0,['https://shopyapi.runasp.net/images/83d737ff-5e1f-4a03-91c7-1a1d63871b12.jpg'],0.0,0
89,Mixed Roses Bouquet,450,"A charming blend of handpicked roses in soft and bold shades. Perfect for every occasion — classic, romantic, and full of warmth.",0,8,flower,0,['https://shopyapi.runasp.net/images/213ab019-ddae-47bf-952f-c3873ac70f6d.jpg'],0.0,0
97,Mixed Roses Bouquet,450,"A charming blend of handpicked roses in soft and bold shades. Perfect for every occasion — classic, romantic, and full of warmth.",0,8,flower,0,['https://shopyapi.runasp.net/images/f86a6d9c-0b10-44fb-85c7-511706c05639.jpg'],0.0,0
98,Mixed Roses Bouquet,500,"A charming blend of handpicked roses in soft and bold shades. Perfect for every occasion — classic, romantic, and full of warmth.",0,8,flower,0,['https://shopyapi.runasp.net/images/4668815b-a6dc-456d-a891-4681e6a856cf.jpg'],0.0,0
99,Mixed Roses Bouquet,500,"A charming blend of handpicked roses in soft and bold shades. Perfect for every occasion — classic, romantic, and full of warmth.",0,8,flower,0,['https://shopyapi.runasp.net/images/cfa6365c-94d3-41ae-89f8-9ea8477067a2.jpg'],0.0,0
100,Colorful Bouquet ,400,"A joyful bouquet bursting with vibrant, mixed flowers. Bright, cheerful, and made to bring instant happiness.",0,8,flower,0,['https://shopyapi.runasp.net/images/a948016a-d3ae-406d-a6d8-f27d3e179aee.jpg'],0.0,0
101,Colorful Bouquet ,450,"A joyful bouquet bursting with vibrant, mixed flowers. Bright, cheerful, and made to bring instant happiness.",0,8,flower,0,['https://shopyapi.runasp.net/images/b85be860-642b-41eb-81ab-53034ee6b4dd.jpg'],0.0,0
102,Colorful Bouquet ,400,"A joyful bouquet bursting with vibrant, mixed flowers. Bright, cheerful, and made to bring instant happiness.",0,8,flower,0,['https://shopyapi.runasp.net/images/f408cf3c-0ee4-45d6-922e-7ed3874a55c7.jpg'],0.0,0
103,Colorful Bouquet ,500,"A joyful bouquet bursting with vibrant, mixed flowers. Bright, cheerful, and made to bring instant happiness.",0,8,flower,0,['https://shopyapi.runasp.net/images/dc438917-fe28-4bd7-b667-5be50c158442.jpg'],0.0,0
104,Colorful Bouquet ,400,"A joyful bouquet bursting with vibrant, mixed flowers. Bright, cheerful, and made to bring instant happiness.",0,8,flower,0,['https://shopyapi.runasp.net/images/a5223391-774f-4eee-821a-a993085a363e.jpg'],0.0,0
105,Single Rose ,50,"A single rose that speaks volumes — simple, elegant, and full of meaning. ",0,8,flower,0,['https://shopyapi.runasp.net/images/42c69599-f057-4056-804f-99ee5c66fa52.jpg'],0.0,0
106,Single Rose ,60,"A single rose that speaks volumes — simple, elegant, and full of meaning.",0,8,flower,0,['https://shopyapi.runasp.net/images/8ee18470-7d92-47f5-9c02-e0661d7560bb.jpg'],0.0,0
107,Single Lily,100,"A graceful lily on its own, symbolizing purity, strength, and quiet beauty.
",0,8,flower,0,['https://shopyapi.runasp.net/images/bcc3516c-4421-4f5a-ace5-fa03dc800a5f.jpg'],0.0,0
108,Sunflower,250,A bold and cheerful sunflower that brings instant brightness and positive energy.,0,8,flower,0,['https://shopyapi.runasp.net/images/382a70c9-b8f9-4b09-a1f2-eb67973c0c03.jpg'],0.0,0
109,Sunflower,300,A bold and cheerful sunflower that brings instant brightness and positive energy.,0,8,flower,0,['https://shopyapi.runasp.net/images/dae8fd11-eee9-425d-93bd-3f5465b4fd4b.jpg'],0.0,0
110,Sunflower,300,A bold and cheerful sunflower that brings instant brightness and positive energy.,0,8,flower,0,['https://shopyapi.runasp.net/images/25d5a33e-ef1e-4505-b619-0b723c37ec2c.jpg'],0.0,0
111,Romantic Flowers,600,"A dreamy mix of soft-toned flowers designed to express love, tenderness, and affection. Perfect for romantic moments and heartfelt surprises.",0,8,flower,0,['https://shopyapi.runasp.net/images/cd18f405-4af3-490c-b902-b50cdf632d1f.jpg'],0.0,0
112,Candy Bouquet,650,"A playful and colorful bouquet combining sweets and flowers — perfect for birthdays, celebrations, or anyone with a sweet heart.",0,8,flower,0,['https://shopyapi.runasp.net/images/93270947-459b-45c9-a4f6-880f10d71376.jpg'],0.0,0
113,Flower Box ,350,"A luxurious box filled with fresh, handpicked flowers — elegant, ready-to-gift, and full of charm.",0,8,flower,0,['https://shopyapi.runasp.net/images/b61ef49e-485f-40b9-9f44-7623e686c7db.jpg'],0.0,0
114,Colorful Bouquet ,400,"A joyful bouquet bursting with vibrant, mixed flowers. Bright, cheerful, and made to bring instant happiness.",0,8,flower,0,['https://shopyapi.runasp.net/images/829712b4-06bd-43fa-b9cd-4240144df056.jpg'],0.0,0
115,Colorful Bouquet ,450,"A joyful bouquet bursting with vibrant, mixed flowers. Bright, cheerful, and made to bring instant happiness.",0,8,flower,0,['https://shopyapi.runasp.net/images/00540b3c-fd1a-4258-8632-1b06402186bc.jpg'],0.0,0
116,Flower Box ,500,"A luxurious box filled with fresh, handpicked flowers — elegant, ready-to-gift, and full of charm.",0,8,flower,0,['https://shopyapi.runasp.net/images/6ef47cd7-5967-43dc-9ec6-39030e10a096.jpg'],0.0,0
117,Single Rose ,100,"A single rose that speaks volumes — simple, elegant, and full of meaning.",0,8,flower,0,['https://shopyapi.runasp.net/images/dbcf33aa-44b3-424e-9961-79a25b3ce13a.jpg'],0.0,0
118,Colorful Bouquet ,500,"A joyful bouquet bursting with vibrant, mixed flowers. Bright, cheerful, and made to bring instant happiness.",0,8,flower,0,['https://shopyapi.runasp.net/images/59bfc6b9-374f-4eef-87c1-ae5a4ef53fa9.jpg'],0.0,0
119,Candy Box,500,"A fun and colorful box filled with sweet treats and surprises. Perfect for gifting joy on birthdays, holidays, or just because.",0,8,flower,0,['https://shopyapi.runasp.net/images/a02bf0a1-04fa-46b5-878b-55de910caba5.jpg'],0.0,0
120,White Lilies,400,"Elegant and pure, white lilies symbolize peace, beauty, and new beginnings.",0,8,flower,0,['https://shopyapi.runasp.net/images/798e7673-dc0c-4019-8d73-d106eefdee08.jpg'],0.0,0
121,White Roses ,400,"Classic and pure, white roses symbolize peace, grace, and new beginnings.",0,8,flower,0,['https://shopyapi.runasp.net/images/0869463d-103d-4f7f-8398-afac1cdcabd2.jpg'],0.0,0
122,White Roses ,500,"Classic and pure, white roses symbolize peace, grace, and new beginnings.",0,8,flower,0,['https://shopyapi.runasp.net/images/863ae821-574b-41c5-a990-9047bd0a5c42.jpg'],0.0,0
123,Pink Lilies ,400,"Soft and graceful, pink lilies represent love, admiration, and femininity.",0,8,flower,0,['https://shopyapi.runasp.net/images/eec5d346-3375-4d83-8f44-5d4649280098.jpg'],0.0,0
124,Colorful Bouquet ,400,"A joyful bouquet bursting with vibrant, mixed flowers. Bright, cheerful, and made to bring instant happiness.",0,8,flower,0,['https://shopyapi.runasp.net/images/8c4b67dc-e70f-4bf6-a70e-5b7a091aad1a.jpg'],0.0,0
125,White Roses ,500,"Classic and pure, white roses symbolize peace, grace, and new beginnings.",0,8,flower,0,['https://shopyapi.runasp.net/images/4bb6cb81-c0bb-4270-89b3-972d056a382b.jpg'],0.0,0
126,Colorful Bouquet ,500,"A joyful bouquet bursting with vibrant, mixed flowers. Bright, cheerful, and made to bring instant happiness.",0,8,flower,0,['https://shopyapi.runasp.net/images/9bb1ab06-de27-4cc5-809d-82ef3a482619.jpg'],0.0,0
127,Colorful Bouquet ,400,"A joyful bouquet bursting with vibrant, mixed flowers. Bright, cheerful, and made to bring instant happiness.",0,8,flower,0,['https://shopyapi.runasp.net/images/78cf1eff-4894-4c12-8163-d1f6ec42edc5.jpg'],0.0,0
128,Baby’s Breath ,400,"Delicate and airy, baby’s breath adds a soft, romantic touch to any bouquet. A timeless floral accent.",0,8,flower,0,['https://shopyapi.runasp.net/images/e1527a27-5661-4408-8a94-d2dcbc11139a.jpg'],0.0,0
129,Baby’s Breath ,400,"Delicate and airy, baby’s breath adds a soft, romantic touch to any bouquet. A timeless floral accent.",0,8,flower,0,['https://shopyapi.runasp.net/images/d833d33b-c203-43ab-a91f-4ca0d9e3d01e.jpg'],0.0,0
130,Colorful Bouquet ,400,"A joyful bouquet bursting with vibrant, mixed flowers. Bright, cheerful, and made to bring instant happiness.",0,8,flower,0,['https://shopyapi.runasp.net/images/535473cd-58d6-42fc-9c78-86b56cabb968.jpg'],0.0,0
131,Mixed Roses Bouquet,500,"A charming blend of handpicked roses in soft and bold shades. Perfect for every occasion — classic, romantic, and full of warmth.",0,8,flower,0,['https://shopyapi.runasp.net/images/a2e7cea4-9082-41e1-bf05-f96bbbeb0855.jpg'],0.0,0
132,Mixed Roses Bouquet,500,"A charming blend of handpicked roses in soft and bold shades. Perfect for every occasion — classic, romantic, and full of warmth.",0,8,flower,0,['https://shopyapi.runasp.net/images/5b78cade-7fbe-43b9-a5d5-c65294b3364d.jpg'],0.0,0
133,Colorful Bouquet ,450,"A joyful bouquet bursting with vibrant, mixed flowers. Bright, cheerful, and made to bring instant happiness.",0,8,flower,0,['https://shopyapi.runasp.net/images/8f26ccbd-3318-4df7-a19c-59e857dd17cc.jpg'],0.0,0
134,Mixed Roses Bouquet,400,"A charming blend of handpicked roses in soft and bold shades. Perfect for every occasion — classic, romantic, and full of warmth.",0,8,flower,0,['https://shopyapi.runasp.net/images/db32b8f7-4f4b-4304-8112-74fa41ed949d.jpg'],0.0,0
135,Romantic Flowers,400,"A dreamy mix of soft-toned flowers designed to express love, tenderness, and affection. Perfect for romantic moments and heartfelt surprises.",0,8,flower,0,['https://shopyapi.runasp.net/images/d571f120-657f-40f5-bd2b-1e98150a265a.jpg'],0.0,0
136,Romantic Flowers,350,"A dreamy mix of soft-toned flowers designed to express love, tenderness, and affection. Perfect for romantic moments and heartfelt surprises.",0,8,flower,0,['https://shopyapi.runasp.net/images/833f3a0c-d46b-482f-8103-b4c960ec2ab9.jpg'],0.0,0
137,Colorful Bouquet ,400,"A joyful bouquet bursting with vibrant, mixed flowers. Bright, cheerful, and made to bring instant happiness.",0,8,flower,0,['https://shopyapi.runasp.net/images/75519fae-cef8-42a7-80da-b01246640f6a.jpg'],0.0,0
138,Colorful Bouquet ,500,"A joyful bouquet bursting with vibrant, mixed flowers. Bright, cheerful, and made to bring instant happiness.",0,8,flower,0,['https://shopyapi.runasp.net/images/30f3ff47-883c-4844-ba45-17c7794aa741.jpg'],0.0,0
139,Baby’s Breath ,300,"Delicate and airy, baby’s breath adds a soft, romantic touch to any bouquet. A timeless floral accent.",0,8,flower,0,['https://shopyapi.runasp.net/images/e264ce43-c8ef-4464-9044-42896138a7d0.jpg'],0.0,0
141,Mixed Roses Bouquet,400,"A charming blend of handpicked roses in soft and bold shades. Perfect for every occasion — classic, romantic, and full of warmth.",0,8,flower,0,['https://shopyapi.runasp.net/images/2782837a-8665-47b7-8fe1-58cb6460f4ce.jpg'],0.0,0
142,Red Roses,400,"Bold, passionate, and timeless — red roses are the ultimate symbol of love and romance. Perfect for expressing deep emotions and unforgettable moments.",0,8,flower,0,['https://shopyapi.runasp.net/images/3b69ffbd-1a1c-4222-b148-6163b811e9e3.jpg'],0.0,0
143,Red Roses,400,"Bold, passionate, and timeless — red roses are the ultimate symbol of love and romance. Perfect for expressing deep emotions and unforgettable moments.",0,8,flower,0,['https://shopyapi.runasp.net/images/66b6deb2-ddc8-49d6-9253-282d43f353bd.jpg'],0.0,0
144,Red Roses,400,"Bold, passionate, and timeless — red roses are the ultimate symbol of love and romance. Perfect for expressing deep emotions and unforgettable moments.",0,8,flower,0,['https://shopyapi.runasp.net/images/814fb594-e6b6-46e6-8bda-0957aeb648ab.jpg'],0.0,0
146,Nawara Massage Candle,200,"A relaxing massage candle that melts into warm, nourishing oil — scented to soothe your senses.",0,13,Skin & HairCare,0,['https://shopyapi.runasp.net/images/f864b19d-c931-4770-858e-f149f4db0103.jpg'],0.0,0
147,Mixed Self-Care Box,600,"A perfect trio of beauty must-haves: hair mist, musk, and body butter — all in one indulgent gift box.",0,13,Skin & HairCare,0,['https://shopyapi.runasp.net/images/3de9fcb3-0b72-4202-b8b2-04457c987413.jpg'],0.0,0
148,Toner,250,"A gentle toner that balances, refreshes, and preps your skin for the next step in your routine.",0,13,Skin & HairCare,0,['https://shopyapi.runasp.net/images/35b94263-c90c-4966-a3c1-467b5f7a3f28.jpg'],0.0,0
149,Ghoneim Shower Gel ,200,A rich and foamy shower gel that refreshes and cleanses the skin while leaving a soft scent.,0,13,Skin & HairCare,0,['https://shopyapi.runasp.net/images/dbd77d60-3870-4993-839b-62b7754ccd66.jpg'],0.0,0
